age_calBP2000_top	age_calBP2000_bot	age_calBP	d18O_vsmow
49950	50000	49925	-42.11
50000	50050	49975	-41.51
50050	50100	50025	-41.19
50100	50150	50075	-41.47
50150	50200	50125	-40.30
50200	50250	50175	-40.52
50250	50300	50225	-40.53
50300	50350	50275	-40.49
50350	50400	50325	-40.42
50400	50450	50375	-40.74
50450	50500	50425	-41.10
50500	50550	50475	-40.72
50550	50600	50525	-40.19
50600	50650	50575	-40.29
50650	50700	50625	-40.86
50700	50750	50675	-40.59
50750	50800	50725	-40.51
50800	50850	50775	-40.86
50850	50900	50825	-40.90
50900	50950	50875	-40.71
50950	51000	50925	-40.43
51000	51050	50975	-40.78
51050	51100	51025	-39.81
51100	51150	51075	-40.57
51150	51200	51125	-40.63
51200	51250	51175	-40.22
51250	51300	51225	-40.34
51300	51350	51275	-40.11
51350	51400	51325	-40.72
51400	51450	51375	-40.72
51450	51500	51425	-40.15
51500	51550	51475	-40.53
51550	51600	51525	-40.60
51600	51650	51575	-40.45
51650	51700	51625	-40.08
51700	51750	51675	-40.71
51750	51800	51725	-40.69
51800	51850	51775	-40.43
51850	51900	51825	-40.85
51900	51950	51875	-41.07
51950	52000	51925	-39.81
52000	52050	51975	-40.44
52050	52100	52025	-39.80
52100	52150	52075	-40.67
52150	52200	52125	-41.01
52200	52250	52175	-41.04
52250	52300	52225	-41.39
52300	52350	52275	-40.26
52350	52400	52325	-39.11
52400	52450	52375	-39.27
52450	52500	52425	-39.79
52500	52550	52475	-39.96
52550	52600	52525	-39.87
52600	52650	52575	-39.04
52650	52700	52625	-39.42
52700	52750	52675	-39.91
52750	52800	52725	-39.44
52800	52850	52775	-39.31
52850	52900	52825	-38.84
52900	52950	52875	-38.83
52950	53000	52925	-39.74
53000	53050	52975	-39.24
53050	53100	53025	-39.99
53100	53150	53075	-39.42
53150	53200	53125	-38.77
53200	53250	53175	-39.48
53250	53300	53225	-38.96
53300	53350	53275	-39.87
53350	53400	53325	-39.66
53400	53450	53375	-39.55
53450	53500	53425	-39.59
53500	53550	53475	-39.24
53550	53600	53525	-39.27
53600	53650	53575	-39.56
53650	53700	53625	-39.21
53700	53750	53675	-39.31
53750	53800	53725	-38.90
53800	53850	53775	-39.49
53850	53900	53825	-39.47
53900	53950	53875	-39.38
53950	54000	53925	-38.73
54000	54050	53975	-38.83
54050	54100	54025	-39.50
54100	54150	54075	-38.51
54150	54200	54125	-39.35
54200	54250	54175	-38.88
54250	54300	54225	-38.86
54300	54350	54275	-39.03
54350	54400	54325	-38.74
54400	54450	54375	-38.44
54450	54500	54425	-39.24
54500	54550	54475	-39.37
54550	54600	54525	-39.10
54600	54650	54575	-38.55
54650	54700	54625	-38.03
54700	54750	54675	-37.92
54750	54800	54725	-39.91
54800	54850	54775	-40.86
54850	54900	54825	-38.87
54900	54950	54875	-38.79
54950	55000	54925	-38.81
55000	55050	54975	-39.14
55050	55100	55025	-40.65
55100	55150	55075	-42.52
55150	55200	55125	-42.87
55200	55250	55175	-42.52
55250	55300	55225	-42.80
55300	55350	55275	-42.88
55350	55400	55325	-43.53
55400	55450	55375	-42.70
55450	55500	55425	-42.46
55500	55550	55475	-42.74
55550	55600	55525	-42.29
55600	55650	55575	-42.20
55650	55700	55625	-41.63
55700	55750	55675	-42.20
55750	55800	55725	-38.93
55800	55850	55775	-38.84
55850	55900	55825	-42.14
55900	55950	55875	-42.87
55950	56000	55925	-42.76
56000	56050	55975	-42.49
56050	56100	56025	-42.90
56100	56150	56075	-42.99
56150	56200	56125	-42.00
56200	56250	56175	-41.42
56250	56300	56225	-39.24
56300	56350	56275	-39.61
56350	56400	56325	-39.32
56400	56450	56375	-39.61
56450	56500	56425	-39.35
56500	56550	56475	-38.90
56550	56600	56525	-39.83
56600	56650	56575	-42.08
56650	56700	56625	-43.22
56700	56750	56675	-42.96
56750	56800	56725	-42.84
56800	56850	56775	-43.09
56850	56900	56825	-42.63
56900	56950	56875	-42.16
56950	57000	56925	-42.47
57000	57050	56975	-42.24
57050	57100	57025	-42.42
57100	57150	57075	-42.46
57150	57200	57125	-42.01
57200	57250	57175	-42.36
57250	57300	57225	-41.25
57300	57350	57275	-41.23
57350	57400	57325	-41.17
57400	57450	57375	-40.63
57450	57500	57425	-40.11
57500	57550	57475	-40.07
57550	57600	57525	-40.27
57600	57650	57575	-40.68
57650	57700	57625	-40.92
57700	57750	57675	-40.61
57750	57800	57725	-40.51
57800	57850	57775	-41.02
57850	57900	57825	-41.42
57900	57950	57875	-40.50
57950	58000	57925	-40.37
58000	58050	57975	-40.35
58050	58100	58025	-40.68
58100	58150	58075	-40.02
58150	58200	58125	-39.67
58200	58250	58175	-39.74
58250	58300	58225	-39.83
58300	58350	58275	-39.44
58350	58400	58325	-38.99
58400	58450	58375	-39.60
58450	58500	58425	-39.68
58500	58550	58475	-39.17
58550	58600	58525	-38.64
58600	58650	58575	-38.83
58650	58700	58625	-39.42
58700	58750	58675	-39.87
58750	58800	58725	-38.41
58800	58850	58775	-41.20
58850	58900	58825	-41.97
58900	58950	58875	-41.09
58950	59000	58925	-38.19
59000	59050	58975	-39.60
59050	59100	59025	-42.05
59100	59150	59075	-42.52
59150	59200	59125	-42.66
59200	59250	59175	-42.19
59250	59300	59225	-42.46
59300	59350	59275	-41.99
59350	59400	59325	-40.97
59400	59450	59375	-39.35
59450	59500	59425	-39.19
59500	59550	59475	-39.52
59550	59600	59525	-40.99
59600	59650	59575	-40.30
59650	59700	59625	-38.95
59700	59750	59675	-38.36
59750	59800	59725	-38.25
59800	59850	59775	-39.12
59850	59900	59825	-42.30
59900	59950	59875	-42.88
59950	60000	59925	-42.94
60000	60050	59975	-42.25
60050	60100	60025	-38.53
60100	60150	60075	-37.93
60150	60200	60125	-40.31
60200	60250	60175	-42.72
60250	60300	60225	-43.39
60300	60350	60275	-43.45
60350	60400	60325	-43.27
60400	60450	60375	-42.43
60450	60500	60425	-42.57
60500	60550	60475	-43.58
60550	60600	60525	-43.37
60600	60650	60575	-42.69
60650	60700	60625	-43.07
60700	60750	60675	-43.16
60750	60800	60725	-43.33
60800	60850	60775	-43.45
60850	60900	60825	-43.30
60900	60950	60875	-43.24
60950	61000	60925	-42.84
61000	61050	60975	-42.89
61050	61100	61025	-43.25
61100	61150	61075	-43.19
61150	61200	61125	-43.24
61200	61250	61175	-43.12
61250	61300	61225	-43.05
61300	61350	61275	-42.99
61350	61400	61325	-43.13
61400	61450	61375	-43.10
61450	61500	61425	-43.53
61500	61550	61475	-43.74
61550	61600	61525	-43.69
61600	61650	61575	-43.65
61650	61700	61625	-43.39
61700	61750	61675	-43.97
61750	61800	61725	-44.15
61800	61850	61775	-43.21
61850	61900	61825	-44.19
61900	61950	61875	-43.28
61950	62000	61925	-43.81
62000	62050	61975	-43.70
62050	62100	62025	-43.18
62100	62150	62075	-43.10
62150	62200	62125	-43.23
62200	62250	62175	-43.67
62250	62300	62225	-45.10
62300	62350	62275	-44.57
62350	62400	62325	-43.63
62400	62450	62375	-43.09
62450	62500	62425	-43.34
62500	62550	62475	-44.38
62550	62600	62525	-44.75
62600	62650	62575	-43.15
62650	62700	62625	-43.63
62700	62750	62675	-44.21
62750	62800	62725	-44.70
62800	62850	62775	-44.49
62850	62900	62825	-43.54
62900	62950	62875	-44.18
62950	63000	62925	-44.60
63000	63050	62975	-44.01
63050	63100	63025	-43.86
63100	63150	63075	-44.52
63150	63200	63125	-45.02
63200	63250	63175	-44.74
63250	63300	63225	-44.58
63300	63350	63275	-44.43
63350	63400	63325	-44.15
63400	63450	63375	-45.16
63450	63500	63425	-44.63
63500	63550	63475	-43.77
63550	63600	63525	-45.04
63600	63650	63575	-44.40
63650	63700	63625	-44.00
63700	63750	63675	-43.90
63750	63800	63725	-44.81
63800	63850	63775	-44.70
63850	63900	63825	-44.37
63900	63950	63875	-44.49
63950	64000	63925	-43.79
64000	64050	63975	-43.41
64050	64100	64025	-43.20
64100	64150	64075	-43.10
64150	64200	64125	-43.35
64200	64250	64175	-43.99
64250	64300	64225	-43.26
64300	64350	64275	-43.05
64350	64400	64325	-43.39
64400	64450	64375	-43.95
64450	64500	64425	-44.26
64500	64550	64475	-43.34
64550	64600	64525	-41.33
64600	64650	64575	-39.97
64650	64700	64625	-40.07
64700	64750	64675	-39.74
64750	64800	64725	-40.21
64800	64850	64775	-42.24
64850	64900	64825	-42.97
64900	64950	64875	-44.26
64950	65000	64925	-42.71
65000	65050	64975	-43.79
65050	65100	65025	-44.25
65100	65150	65075	-44.17
65150	65200	65125	-44.85
65200	65250	65175	-45.29
65250	65300	65225	-44.49
65300	65350	65275	-44.44
65350	65400	65325	-44.52
65400	65450	65375	-43.84
65450	65500	65425	-43.55
65500	65550	65475	-44.22
65550	65600	65525	-43.94
65600	65650	65575	-43.61
65650	65700	65625	-43.04
65700	65750	65675	-43.84
65750	65800	65725	-43.85
65800	65850	65775	-43.54
65850	65900	65825	-42.91
65900	65950	65875	-43.12
65950	66000	65925	-43.61
66000	66050	65975	-44.81
66050	66100	66025	-44.26
66100	66150	66075	-44.16
66150	66200	66125	-44.64
66200	66250	66175	-44.44
66250	66300	66225	-44.24
66300	66350	66275	-43.95
66350	66400	66325	-44.01
66400	66450	66375	-44.48
66450	66500	66425	-44.76
66500	66550	66475	-45.04
66550	66600	66525	-44.48
66600	66650	66575	-44.33
66650	66700	66625	-44.17
66700	66750	66675	-44.19
66750	66800	66725	-44.22
66800	66850	66775	-43.67
66850	66900	66825	-43.35
66900	66950	66875	-43.04
66950	67000	66925	-44.23
67000	67050	66975	-43.99
67050	67100	67025	-43.76
67100	67150	67075	-44.65
67150	67200	67125	-44.30
67200	67250	67175	-43.71
67250	67300	67225	-44.64
67300	67350	67275	-44.21
67350	67400	67325	-42.91
67400	67450	67375	-43.39
67450	67500	67425	-43.73
67500	67550	67475	-44.12
67550	67600	67525	-43.20
67600	67650	67575	-43.62
67650	67700	67625	-44.08
67700	67750	67675	-44.18
67750	67800	67725	-43.76
67800	67850	67775	-43.33
67850	67900	67825	-44.73
67900	67950	67875	-44.22
67950	68000	67925	-43.41
68000	68050	67975	-42.37
68050	68100	68025	-42.32
68100	68150	68075	-42.79
68150	68200	68125	-43.22
68200	68250	68175	-43.45
68250	68300	68225	-43.99
68300	68350	68275	-44.37
68350	68400	68325	-44.81
68400	68450	68375	-43.87
68450	68500	68425	-43.87
68500	68550	68475	-44.62
68550	68600	68525	-44.16
68600	68650	68575	-43.83
68650	68700	68625	-44.10
68700	68750	68675	-44.05
68750	68800	68725	-43.96
68800	68850	68775	-44.47
68850	68900	68825	-44.25
68900	68950	68875	-43.42
68950	69000	68925	-43.66
69000	69050	68975	-43.76
69050	69100	69025	-43.84
69100	69150	69075	-44.40
69150	69200	69125	-44.69
69200	69250	69175	-44.03
69250	69300	69225	-43.92
69300	69350	69275	-43.80
69350	69400	69325	-43.76
69400	69450	69375	-43.93
69450	69500	69425	-44.19
69500	69550	69475	-43.30
69550	69600	69525	-43.60
69600	69650	69575	-44.03
69650	69700	69625	-42.78
69700	69750	69675	-43.35
69750	69800	69725	-43.73
69800	69850	69775	-43.88
69850	69900	69825	-44.39
69900	69950	69875	-44.68
69950	70000	69925	-43.80
70000	70050	69975	-43.54
70050	70100	70025	-43.09
70100	70150	70075	-42.07
70150	70200	70125	-40.56
70200	70250	70175	-39.73
70250	70300	70225	-39.55
70300	70350	70275	-42.18
70350	70400	70325	-44.18
70400	70450	70375	-44.70
70450	70500	70425	-44.34
70500	70550	70475	-44.32
70550	70600	70525	-44.23
70600	70650	70575	-44.13
70650	70700	70625	-43.82
70700	70750	70675	-43.76
70750	70800	70725	-43.67
70800	70850	70775	-43.28
70850	70900	70825	-43.05
70900	70950	70875	-43.50
70950	71000	70925	-43.52
71000	71050	70975	-43.48
71050	71100	71025	-42.86
71100	71150	71075	-42.45
71150	71200	71125	-41.93
71200	71250	71175	-42.22
71250	71300	71225	-42.16
71300	71350	71275	-42.07
71350	71400	71325	-42.06
71400	71450	71375	-42.17
71450	71500	71425	-42.27
71500	71550	71475	-41.60
71550	71600	71525	-40.74
71600	71650	71575	-40.51
71650	71700	71625	-40.51
71700	71750	71675	-40.13
71750	71800	71725	-40.34
71800	71850	71775	-40.87
71850	71900	71825	-40.37
71900	71950	71875	-39.81
71950	72000	71925	-39.58
72000	72050	71975	-39.69
72050	72100	72025	-40.10
72100	72150	72075	-39.91
72150	72200	72125	-39.50
72200	72250	72175	-39.53
72250	72300	72225	-39.61
72300	72350	72275	-39.66
72350	72400	72325	-39.23
72400	72450	72375	-39.08
72450	72500	72425	-39.00
72500	72550	72475	-38.73
72550	72600	72525	-38.61
72600	72650	72575	-38.47
72650	72700	72625	-38.31
72700	72750	72675	-38.39
72750	72800	72725	-37.92
72800	72850	72775	-37.67
72850	72900	72825	-38.15
72900	72950	72875	-37.71
72950	73000	72925	-37.96
73000	73050	72975	-40.85
73050	73100	73025	-43.63
73100	73150	73075	-44.39
73150	73200	73125	-44.22
73200	73250	73175	-43.95
73250	73300	73225	-44.66
73300	73350	73275	-44.84
73350	73400	73325	-45.07
73400	73450	73375	-44.96
73450	73500	73425	-44.69
73500	73550	73475	-44.92
73550	73600	73525	-45.18
73600	73650	73575	-44.66
73650	73700	73625	-44.36
73700	73750	73675	-45.05
73750	73800	73725	-45.15
73800	73850	73775	-44.43
73850	73900	73825	-44.57
73900	73950	73875	-44.90
73950	74000	73925	-44.79
74000	74050	73975	-44.65
74050	74100	74025	-45.13
74100	74150	74075	-45.39
74150	74200	74125	-44.99
74200	74250	74175	-44.88
74250	74300	74225	-44.41
74300	74350	74275	-44.44
74350	74400	74325	-44.54
74400	74450	74375	-44.88
74450	74500	74425	-45.15
74500	74550	74475	-44.34
74550	74600	74525	-44.21
74600	74650	74575	-44.06
74650	74700	74625	-44.69
74700	74750	74675	-44.51
74750	74800	74725	-42.98
74800	74850	74775	-42.78
74850	74900	74825	-42.22
74900	74950	74875	-40.97
74950	75000	74925	-39.88
75000	75050	74975	-40.06
75050	75100	75025	-40.97
75100	75150	75075	-41.35
75150	75200	75125	-40.44
75200	75250	75175	-40.86
75250	75300	75225	-40.34
75300	75350	75275	-39.97
75350	75400	75325	-40.00
75400	75450	75375	-39.86
75450	75500	75425	-39.50
75500	75550	75475	-39.19
75550	75600	75525	-39.54
75600	75650	75575	-39.60
75650	75700	75625	-39.44
75700	75750	75675	-39.24
75750	75800	75725	-39.64
75800	75850	75775	-39.27
75850	75900	75825	-39.45
75900	75950	75875	-39.05
75950	76000	75925	-39.23
76000	76050	75975	-39.51
76050	76100	76025	-39.24
76100	76150	76075	-39.32
76150	76200	76125	-39.14
76200	76250	76175	-38.80
76250	76300	76225	-38.81
76300	76350	76275	-38.37
76350	76400	76325	-38.65
76400	76450	76375	-38.79
76450	76500	76425	-38.90
76500	76550	76475	-38.58
76550	76600	76525	-38.12
76600	76650	76575	-38.18
76650	76700	76625	-38.38
76700	76750	76675	-38.25
76750	76800	76725	-37.93
76800	76850	76775	-37.84
76850	76900	76825	-37.81
76900	76950	76875	-37.28
76950	77000	76925	-37.59
77000	77050	76975	-37.28
77050	77100	77025	-36.81
77100	77150	77075	-38.69
77150	77200	77125	-41.42
77200	77250	77175	-42.68
77250	77300	77225	-42.95
77300	77350	77275	-42.40
77350	77400	77325	-42.43
77400	77450	77375	-42.46
77450	77500	77425	-42.80
77500	77550	77475	-43.41
77550	77600	77525	-42.45
77600	77650	77575	-42.95
77650	77700	77625	-43.10
77700	77750	77675	-42.55
77750	77800	77725	-42.42
77800	77850	77775	-42.68
77850	77900	77825	-42.92
77900	77950	77875	-42.87
77950	78000	77925	-42.37
78000	78050	77975	-42.80
78050	78100	78025	-43.63
78100	78150	78075	-43.59
78150	78200	78125	-43.15
78200	78250	78175	-42.74
78250	78300	78225	-42.39
78300	78350	78275	-42.64
78350	78400	78325	-42.48
78400	78450	78375	-42.07
78450	78500	78425	-41.62
78500	78550	78475	-41.06
78550	78600	78525	-39.62
78600	78650	78575	-39.29
78650	78700	78625	-39.05
78700	78750	78675	-39.28
78750	78800	78725	-39.86
78800	78850	78775	-40.49
78850	78900	78825	-41.03
78900	78950	78875	-41.23
78950	79000	78925	-40.92
79000	79050	78975	-41.01
79050	79100	79025	-40.85
79100	79150	79075	-40.30
79150	79200	79125	-39.91
79200	79250	79175	-40.49
79250	79300	79225	-40.40
79300	79350	79275	-39.96
79350	79400	79325	-40.64
79400	79450	79375	-40.20
79450	79500	79425	-39.28
79500	79550	79475	-39.37
79550	79600	79525	-38.90
79600	79650	79575	-39.32
79650	79700	79625	-39.03
79700	79750	79675	-38.91
79750	79800	79725	-39.45
79800	79850	79775	-39.17
79850	79900	79825	-38.72
79900	79950	79875	-38.69
79950	80000	79925	-40.76
80000	80050	79975	-40.70
80050	80100	80025	-40.56
80100	80150	80075	-40.34
80150	80200	80125	-40.08
80200	80250	80175	-40.31
80250	80300	80225	-40.28
80300	80350	80275	-39.90
80350	80400	80325	-39.98
80400	80450	80375	-40.33
80450	80500	80425	-40.02
80500	80550	80475	-39.91
80550	80600	80525	-39.30
80600	80650	80575	-39.45
80650	80700	80625	-39.80
80700	80750	80675	-39.58
80750	80800	80725	-39.54
80800	80850	80775	-39.37
80850	80900	80825	-39.25
80900	80950	80875	-39.00
80950	81000	80925	-39.61
81000	81050	80975	-39.51
81050	81100	81025	-39.33
81100	81150	81075	-39.52
81150	81200	81125	-39.16
81200	81250	81175	-38.65
81250	81300	81225	-38.98
81300	81350	81275	-39.22
81350	81400	81325	-39.44
81400	81450	81375	-39.18
81450	81500	81425	-38.74
81500	81550	81475	-38.61
81550	81600	81525	-38.36
81600	81650	81575	-38.79
81650	81700	81625	-38.85
81700	81750	81675	-38.48
81750	81800	81725	-38.65
81800	81850	81775	-38.35
81850	81900	81825	-38.44
81900	81950	81875	-38.37
81950	82000	81925	-38.07
82000	82050	81975	-38.38
82050	82100	82025	-38.31
82100	82150	82075	-38.26
82150	82200	82125	-38.14
82200	82250	82175	-38.43
82250	82300	82225	-37.99
82300	82350	82275	-37.79
82350	82400	82325	-37.78
82400	82450	82375	-37.84
82450	82500	82425	-37.68
82500	82550	82475	-37.26
82550	82600	82525	-37.88
82600	82650	82575	-38.05
82650	82700	82625	-38.23
82700	82750	82675	-38.06
82750	82800	82725	-38.24
82800	82850	82775	-37.72
82850	82900	82825	-37.82
82900	82950	82875	-37.96
82950	83000	82925	-38.62
83000	83050	82975	-38.45
83050	83100	83025	-37.85
83100	83150	83075	-38.22
83150	83200	83125	-37.96
83200	83250	83175	-37.92
83250	83300	83225	-37.92
83300	83350	83275	-37.99
83350	83400	83325	-37.84
83400	83450	83375	-37.57
83450	83500	83425	-37.98
83500	83550	83475	-38.47
83550	83600	83525	-38.19
83600	83650	83575	-38.02
83650	83700	83625	-38.19
83700	83750	83675	-37.28
83750	83800	83725	-37.02
83800	83850	83775	-37.06
83850	83900	83825	-37.57
83900	83950	83875	-37.78
83950	84000	83925	-37.76
84000	84050	83975	-38.02
84050	84100	84025	-37.82
84100	84150	84075	-37.94
84150	84200	84125	-37.84
84200	84250	84175	-37.35
84250	84300	84225	-36.94
84300	84350	84275	-37.24
84350	84400	84325	-36.82
84400	84450	84375	-37.55
84450	84500	84425	-37.54
84500	84550	84475	-37.84
84550	84600	84525	-38.15
84600	84650	84575	-37.80
84650	84700	84625	-37.52
84700	84750	84675	-37.19
84750	84800	84725	-37.34
84800	84850	84775	-37.41
84850	84900	84825	-37.95
84900	84950	84875	-37.55
84950	85000	84925	-37.98
85000	85050	84975	-37.94
85050	85100	85025	-38.32
85100	85150	85075	-37.49
85150	85200	85125	-37.07
85200	85250	85175	-37.20
85250	85300	85225	-37.06
85300	85350	85275	-36.62
85350	85400	85325	-36.81
85400	85450	85375	-37.19
85450	85500	85425	-39.15
85500	85550	85475	-41.13
85550	85600	85525	-41.03
85600	85650	85575	-40.68
85650	85700	85625	-39.29
85700	85750	85675	-38.70
85750	85800	85725	-40.33
85800	85850	85775	-39.98
85850	85900	85825	-40.09
85900	85950	85875	-41.20
85950	86000	85925	-40.89
86000	86050	85975	-40.46
86050	86100	86025	-40.31
86100	86150	86075	-40.69
86150	86200	86125	-41.29
86200	86250	86175	-41.13
86250	86300	86225	-41.08
86300	86350	86275	-41.60
86350	86400	86325	-41.36
86400	86450	86375	-41.40
86450	86500	86425	-41.52
86500	86550	86475	-40.93
86550	86600	86525	-41.56
86600	86650	86575	-41.60
86650	86700	86625	-40.68
86700	86750	86675	-40.73
86750	86800	86725	-40.77
86800	86850	86775	-40.04
86850	86900	86825	-41.02
86900	86950	86875	-41.35
86950	87000	86925	-41.32
87000	87050	86975	-41.50
87050	87100	87025	-41.57
87100	87150	87075	-41.27
87150	87200	87125	-40.91
87200	87250	87175	-40.93
87250	87300	87225	-41.24
87300	87350	87275	-41.47
87350	87400	87325	-41.70
87400	87450	87375	-42.09
87450	87500	87425	-41.39
87500	87550	87475	-41.31
87550	87600	87525	-41.28
87600	87650	87575	-41.16
87650	87700	87625	-41.26
87700	87750	87675	-41.35
87750	87800	87725	-41.96
87800	87850	87775	-41.97
87850	87900	87825	-42.04
87900	87950	87875	-41.84
87950	88000	87925	-41.51
88000	88050	87975	-41.60
88050	88100	88025	-41.79
88100	88150	88075	-41.54
88150	88200	88125	-41.74
88200	88250	88175	-41.84
88250	88300	88225	-41.59
88300	88350	88275	-41.19
88350	88400	88325	-40.47
88400	88450	88375	-39.87
88450	88500	88425	-39.10
88500	88550	88475	-40.00
88550	88600	88525	-40.59
88600	88650	88575	-40.50
88650	88700	88625	-40.00
88700	88750	88675	-39.69
88750	88800	88725	-39.32
88800	88850	88775	-38.92
88850	88900	88825	-39.14
88900	88950	88875	-39.79
88950	89000	88925	-39.21
89000	89050	88975	-38.97
89050	89100	89025	-38.61
89100	89150	89075	-38.81
89150	89200	89125	-39.22
89200	89250	89175	-38.94
89250	89300	89225	-38.83
89300	89350	89275	-38.53
89350	89400	89325	-38.55
89400	89450	89375	-38.89
89450	89500	89425	-39.01
89500	89550	89475	-39.43
89550	89600	89525	-39.67
89600	89650	89575	-39.29
89650	89700	89625	-38.87
89700	89750	89675	-38.30
89750	89800	89725	-38.35
89800	89850	89775	-38.47
89850	89900	89825	-38.48
89900	89950	89875	-38.18
89950	90000	89925	-38.62
90000	90050	89975	-38.47
90050	90100	90025	-37.90
90100	90150	90075	-37.96
90150	90200	90125	-38.18
90200	90250	90175	-37.86
90250	90300	90225	-38.00
90300	90350	90275	-37.75
90350	90400	90325	-37.68
90400	90450	90375	-38.02
90450	90500	90425	-38.14
90500	90550	90475	-39.13
90550	90600	90525	-38.49
90600	90650	90575	-38.19
90650	90700	90625	-37.97
90700	90750	90675	-38.45
90750	90800	90725	-39.92
90800	90850	90775	-40.24
90850	90900	90825	-39.87
90900	90950	90875	-39.88
90950	91000	90925	-39.99
91000	91050	90975	-39.86
91050	91100	91025	-39.94
91100	91150	91075	-39.64
91150	91200	91125	-39.46
91200	91250	91175	-39.38
91250	91300	91225	-39.60
91300	91350	91275	-39.61
91350	91400	91325	-39.50
91400	91450	91375	-39.58
91450	91500	91425	-39.75
91500	91550	91475	-39.78
91550	91600	91525	-39.57
91600	91650	91575	-39.27
91650	91700	91625	-39.40
91700	91750	91675	-39.51
91750	91800	91725	-39.50
91800	91850	91775	-39.60
91850	91900	91825	-39.11
91900	91950	91875	-39.79
91950	92000	91925	-39.60
92000	92050	91975	-39.68
92050	92100	92025	-39.86
92100	92150	92075	-39.87
92150	92200	92125	-39.89
92200	92250	92175	-39.86
92250	92300	92225	-40.21
92300	92350	92275	-39.97
92350	92400	92325	-39.56
92400	92450	92375	-39.14
92450	92500	92425	-39.26
92500	92550	92475	-39.64
92550	92600	92525	-39.80
92600	92650	92575	-39.91
92650	92700	92625	-39.62
92700	92750	92675	-39.77
92750	92800	92725	-39.64
92800	92850	92775	-40.04
92850	92900	92825	-40.18
92900	92950	92875	-39.76
92950	93000	92925	-39.33
93000	93050	92975	-39.79
93050	93100	93025	-39.26
93100	93150	93075	-39.69
93150	93200	93125	-39.75
93200	93250	93175	-39.97
93250	93300	93225	-39.74
93300	93350	93275	-39.57
93350	93400	93325	-39.67
93400	93450	93375	-39.88
93450	93500	93425	-40.45
93500	93550	93475	-40.05
93550	93600	93525	-39.98
93600	93650	93575	-39.96
93650	93700	93625	-39.93
93700	93750	93675	-39.92
93750	93800	93725	-40.29
93800	93850	93775	-39.35
93850	93900	93825	-39.43
93900	93950	93875	-39.72
93950	94000	93925	-39.85
94000	94050	93975	-39.69
94050	94100	94025	-39.55
94100	94150	94075	-39.85
94150	94200	94125	-39.18
94200	94250	94175	-39.81
94250	94300	94225	-39.90
94300	94350	94275	-39.78
94350	94400	94325	-39.73
94400	94450	94375	-39.69
94450	94500	94425	-39.41
94500	94550	94475	-39.05
94550	94600	94525	-39.39
94600	94650	94575	-39.58
94650	94700	94625	-39.29
94700	94750	94675	-39.11
94750	94800	94725	-38.97
94800	94850	94775	-39.47
94850	94900	94825	-39.73
94900	94950	94875	-39.63
94950	95000	94925	-39.60
95000	95050	94975	-39.51
95050	95100	95025	-39.62
95100	95150	95075	-39.96
95150	95200	95125	-39.88
95200	95250	95175	-39.68
95250	95300	95225	-39.39
95300	95350	95275	-39.20
95350	95400	95325	-39.38
95400	95450	95375	-39.44
95450	95500	95425	-39.13
95500	95550	95475	-39.49
95550	95600	95525	-39.27
95600	95650	95575	-38.76
95650	95700	95625	-38.88
95700	95750	95675	-39.19
95750	95800	95725	-39.38
95800	95850	95775	-39.23
95850	95900	95825	-38.80
95900	95950	95875	-38.73
95950	96000	95925	-39.20
96000	96050	95975	-39.30
96050	96100	96025	-39.24
96100	96150	96075	-38.77
96150	96200	96125	-38.77
96200	96250	96175	-38.79
96250	96300	96225	-38.66
96300	96350	96275	-38.87
96350	96400	96325	-38.68
96400	96450	96375	-38.84
96450	96500	96425	-38.99
96500	96550	96475	-38.83
96550	96600	96525	-38.50
96600	96650	96575	-38.60
96650	96700	96625	-39.01
96700	96750	96675	-38.80
96750	96800	96725	-38.45
96800	96850	96775	-38.49
96850	96900	96825	-38.21
96900	96950	96875	-38.34
96950	97000	96925	-38.28
97000	97050	96975	-38.36
97050	97100	97025	-38.89
97100	97150	97075	-39.04
97150	97200	97125	-39.36
97200	97250	97175	-39.17
97250	97300	97225	-38.13
97300	97350	97275	-38.54
97350	97400	97325	-38.81
97400	97450	97375	-38.90
97450	97500	97425	-38.93
97500	97550	97475	-38.80
97550	97600	97525	-38.70
97600	97650	97575	-38.64
97650	97700	97625	-38.43
97700	97750	97675	-38.54
97750	97800	97725	-38.35
97800	97850	97775	-38.36
97850	97900	97825	-38.38
97900	97950	97875	-38.03
97950	98000	97925	-37.97
98000	98050	97975	-37.93
98050	98100	98025	-39.15
98100	98150	98075	-38.75
98150	98200	98125	-38.27
98200	98250	98175	-38.51
98250	98300	98225	-38.61
98300	98350	98275	-38.62
98350	98400	98325	-38.51
98400	98450	98375	-38.44
98450	98500	98425	-38.63
98500	98550	98475	-38.53
98550	98600	98525	-38.38
98600	98650	98575	-38.52
98650	98700	98625	-38.47
98700	98750	98675	-38.44
98750	98800	98725	-38.82
98800	98850	98775	-38.56
98850	98900	98825	-38.55
98900	98950	98875	-38.27
98950	99000	98925	-38.36
99000	99050	98975	-38.02
99050	99100	99025	-38.12
99100	99150	99075	-38.21
99150	99200	99125	-38.07
99200	99250	99175	-37.92
99250	99300	99225	-37.68
99300	99350	99275	-37.38
99350	99400	99325	-37.90
99400	99450	99375	-38.29
99450	99500	99425	-37.86
99500	99550	99475	-38.62
99550	99600	99525	-38.49
99600	99650	99575	-38.05
99650	99700	99625	-38.19
99700	99750	99675	-38.36
99750	99800	99725	-38.31
